행정구역코드	1단계	2단계	3단계	격자 X	격자 Y	경도(시)	경도(분)	경도(초)	위도(시)	위도(분)	위도(초)	경도(초/100)	위도(초/100)
4146356000	경기도	용인시기흥구	구성동	62	121	127	7	16.03	37	17	38.32	127.12111944444443	37.293977777777776
4146357000	경기도	용인시기흥구	마북동	62	121	127	7	32.0	37	18	4.07	127.12555555555555	37.30113055555555
4146358600	경기도	용인시기흥구	상하동	63	120	127	8	35.2	37	16	17.67	127.14311111111111	37.271575
4146359000	경기도	용인시기흥구	보정동	62	121	127	6	59.44	37	19	0.26	127.11651111111111	37.31673888888889
4146500000	경기도	용인시수지구	nil	62	121	127	6	0.35	37	19	9.79	127.10009722222222	37.319386111111115
4146551000	경기도	용인시수지구	풍덕천1동	62	121	127	5	49.76	37	19	30.44	127.09715555555555	37.32512222222223
4146552000	경기도	용인시수지구	풍덕천2동	62	121	127	5	27.23	37	18	59.69	127.09089722222221	37.316580555555554
4146553000	경기도	용인시수지구	신봉동	62	121	127	4	31.67	37	19	20.57	127.07546388888889	37.32238055555556
4146554000	경기도	용인시수지구	죽전1동	62	122	127	6	57.32	37	19	41.5	127.11592222222221	37.32819444444445
4146555000	경기도	용인시수지구	죽전2동	62	122	127	6	41.84	37	19	55.35	127.11162222222222	37.33204166666667
4146556000	경기도	용인시수지구	동천동	62	122	127	6	4.15	37	20	19.94	127.10115277777777	37.33887222222222
4146557000	경기도	용인시수지구	상현1동	62	121	127	4	59.91	37	18	6.6	127.08330833333333	37.30183333333333
4146558000	경기도	용인시수지구	상현2동	62	121	127	5	17.11	37	18	23.88	127.08808611111111	37.30663333333333
4146559000	경기도	용인시수지구	성복동	62	121	127	4	59.64	37	18	37.19	127.08323333333333	37.31033055555555
4148000000	경기도	파주시	nil	56	131	126	46	55.03	37	45	25.5	126.78195277777778	37.757083333333334
4148025000	경기도	파주시	문산읍	56	133	126	47	10.32	37	51	0.82	126.7862	37.85022777777778
4148025300	경기도	파주시	파주읍	57	132	126	49	7.03	37	49	48.85	126.81861944444444	37.83023611111111
4148025600	경기도	파주시	법원읍	58	133	126	53	4.47	37	50	46.91	126.88457500000001	37.84636388888889
4148026200	경기도	파주시	조리읍	57	130	126	48	25.44	37	44	31.36	126.80706666666666	37.742044444444446
4148031000	경기도	파주시	월롱면	57	132	126	47	32.47	37	47	35.76	126.79235277777778	37.79326666666667
4148032000	경기도	파주시	탄현면	55	132	126	43	5.84	37	47	58.98	126.71828888888889	37.79971666666666
4148035000	경기도	파주시	광탄면	58	131	126	51	11.91	37	46	23.64	126.85330833333333	37.77323333333333
4148036000	경기도	파주시	파평면	57	134	126	50	24.47	37	55	9.3	126.84013055555555	37.91925
4148037000	경기도	파주시	적성면	59	135	126	55	11.47	37	57	6.17	126.91985277777778	37.95171388888889
4148038000	경기도	파주시	군내면	56	134	126	43	59.28	37	54	7.14	126.73313333333334	37.901983333333334
4148039000	경기도	파주시	장단면	55	133	126	42	38.71	37	52	17.7	126.71075277777778	37.871583333333334
4148040000	경기도	파주시	진동면	57	135	126	48	9.4	37	56	18.29	126.8026111111111	37.93841388888889
4148041000	경기도	파주시	진서면	55	135	126	42	35.0	37	57	42.89	126.70972222222223	37.961913888888894
4148051000	경기도	파주시	금촌1동	56	131	126	46	41.47	37	45	48.66	126.77818611111111	37.76351666666667
4148052000	경기도	파주시	금촌2동	56	131	126	46	46.11	37	44	55.82	126.779475	37.74883888888889
4148053000	경기도	파주시	금촌3동	56	131	126	46	42.13	37	46	17.22	126.778369	37.77145077
4148054000	경기도	파주시	교하동	56	131	126	44	48.88	37	45	10.89	126.7469108	37.7530243
4148055000	경기도	파주시	운정1동	56	130	126	45	4.54	37	43	27.05	126.7512624	37.72418055
4148056000	경기도	파주시	운정2동	56	130	0	0	0.0	0	0	0.0	126.7515577	37.723969
4148057000	경기도	파주시	운정3동	56	130	0	0	0.0	0	0	0.0	126.7512633	37.7241871
4150000000	경기도	이천시	nil	68	121	127	26	35.59	37	16	31.57	127.44321944444445	37.27543611111111
4150025000	경기도	이천시	장호원읍	71	117	127	37	8.23	37	6	43.41	127.61895277777776	37.11205833333334
4150025300	경기도	이천시	부발읍	69	121	127	29	20.0	37	16	51.0	127.4888888888889	37.280833333333334
4150031000	경기도	이천시	신둔면	67	121	127	24	22.23	37	18	12.45	127.406175	37.30345833333333
4150032000	경기도	이천시	백사면	69	122	127	29	34.47	37	20	10.29	127.49290833333333	37.33619166666667
4150033000	경기도	이천시	호법면	68	119	127	25	37.28	37	13	13.16	127.42702222222222	37.22032222222222
4150034000	경기도	이천시	마장면	66	120	127	21	36.84	37	14	46.0	127.36023333333333	37.24611111111111
4150035000	경기도	이천시	대월면	69	119	127	29	40.2	37	13	37.35	127.4945	37.22704166666667
4150036000	경기도	이천시	모가면	69	118	127	28	56.23	37	10	7.89	127.48228611111111	37.16885833333333
4150037000	경기도	이천시	설성면	69	117	127	31	26.44	37	7	46.79	127.52401111111111	37.12966388888889
4150038000	경기도	이천시	율면	70	117	127	32	54.76	37	5	29.14	127.54854444444445	37.09142777777778
4150051000	경기도	이천시	창전동	68	121	127	26	35.67	37	16	48.23	127.44324166666667	37.28006388888889
4150051500	경기도	이천시	증포동	68	121	127	27	17.11	37	17	15.14	127.45475277777778	37.28753888888889
4150052000	경기도	이천시	중리동	68	121	127	26	38.76	37	16	31.39	127.4441	37.27538611111111
4150053000	경기도	이천시	관고동	68	121	127	26	33.84	37	16	47.27	127.44273333333334	37.27979722222222
4155000000	경기도	안성시	nil	65	115	127	16	54.64	37	0	18.63	127.28184444444445	37.005175
4155025000	경기도	안성시	공도읍	63	114	127	10	26.0	36	59	45.14	127.1738888888889	36.995872222222225
4155031000	경기도	안성시	보개면	65	115	127	17	35.11	37	1	12.92	127.29308611111111	37.02025555555556
4155032000	경기도	안성시	금광면	66	114	127	19	11.11	36	59	39.45	127.31975277777778	36.99429166666667
4155033000	경기도	안성시	서운면	65	113	127	15	41.0	36	56	24.72	127.26138888888889	36.9402
4155034000	경기도	안성시	미양면	64	114	127	13	2.67	36	58	20.7	127.21740833333334	36.97241666666667
4155035000	경기도	안성시	대덕면	64	115	127	14	23.91	37	0	34.39	127.239975	37.00955277777778
4155036000	경기도	안성시	양성면	64	116	127	11	48.03	37	3	25.11	127.196675	37.056974999999994
4155038000	경기도	안성시	원곡면	63	115	127	7	53.91	37	2	12.77	127.13164166666667	37.036880555555555
4155039000	경기도	안성시	일죽면	69	116	127	28	45.35	37	5	15.57	127.4792638888889	37.08765833333334
4155040000	경기도	안성시	죽산면	68	116	127	25	28.23	37	4	32.54	127.42450833333334	37.07570555555556
4155041000	경기도	안성시	삼죽면	67	116	127	22	37.03	37	4	12.61	127.37695277777777	37.070169444444446
4155042000	경기도	안성시	고삼면	65	116	127	15	55.67	37	4	47.54	127.26546388888889	37.07987222222223
4155051000	경기도	안성시	안성1동	65	115	127	16	35.03	37	0	10.16	127.27639722222222	37.00282222222222
4155052000	경기도	안성시	안성2동	65	114	127	16	19.91	36	59	51.86	127.27219722222222	36.99773888888889
4155053000	경기도	안성시	안성3동	65	115	127	15	35.55	37	0	40.7	127.259875	37.01130555555556
4157000000	경기도	김포시	nil	55	128	126	43	4.0	37	36	44.85	126.71777777777778	37.612458333333336
4157025000	경기도	김포시	통진읍	53	129	126	35	57.76	37	41	20.22	126.59937777777778	37.68895
4157025300	경기도	김포시	고촌읍	56	127	0	0	0.0	0	0	0.0	126.772777	37.603868
4157025600	경기도	김포시	양촌읍	54	129	126	37	31.3284	37	39	26.8704	126.625369	37.657464
4157034000	경기도	김포시	대곶면	53	128	126	35	2.15	37	38	46.92	126.58393055555555	37.646366666666665
4157035000	경기도	김포시	월곶면	53	130	126	33	16.84	37	42	51.35	126.55467777777777	37.714263888888894
4157036000	경기도	김포시	하성면	54	130	126	38	0.03	37	43	2.54	126.63334166666667	37.717372222222224
4157051500	경기도	김포시	김포본동	55	128	126	42	27.88	37	37	28.7	126.7077444444444	37.62463888888889
4157052500	경기도	김포시	장기본동	55	128	126	40	26.2	37	38	58.73	126.6739444444444	37.64964722222222
4157054000	경기도	김포시	사우동	55	128	126	43	8.88	37	36	59.54	126.71913333333333	37.61653888888889
4157055000	경기도	김포시	풍무동	55	127	126	43	33.28	37	36	7.29	126.72591111111112	37.602025000000005
4157056000	경기도	김포시	장기동	55	128	126	40	16.82	37	38	23.03	126.6713378	37.63973003
4157057000	경기도	김포시	구래동	54	128	126	37	25.38	37	38	47.26	126.6237155	37.64646146
4157057500	경기도	김포시	마산동	54	128	126	38	37.7627999999913	37	38	28.5539999999895	126.643823	37.641265
4157058000	경기도	김포시	운양동	55	129	126	41	1.35	37	39	5.98	126.6837083	37.65166111
4159000000	경기도	화성시	nil	57	119	126	50	0.71	37	11	48.54	126.83353055555555	37.19681666666666
4159025300	경기도	화성시	봉담읍	59	119	126	57	8.4	37	13	2.42	126.95233333333334	37.21733888888889
4159025600	경기도	화성시	우정읍	57	116	126	49	2.52	37	5	13.1	126.81736666666666	37.08697222222222
4159025900	경기도	화성시	향남읍	59	117	126	55	20.79	37	7	46.35	126.92244166666667	37.12954166666667
4159026200	경기도	화성시	남양읍	57	119	126	49	25.8	37	12	42.65	126.8238333	37.21184722
4159031000	경기도	화성시	매송면	59	120	126	54	40.59	37	14	58.01	126.911275	37.24944722222222
4159032000	경기도	화성시	비봉면	58	119	126	52	32.96	37	13	56.52	126.87582222222221	37.23236666666667
4159033000	경기도	화성시	마도면	56	119	126	46	18.64	37	12	10.48	126.77184444444444	37.20291111111111
4159034000	경기도	화성시	송산면	56	119	126	44	28.59	37	12	54.38	126.741275	37.21510555555556
4159035000	경기도	화성시	서신면	55	118	126	42	39.0	37	9	49.16	126.71083333333334	37.16365555555556
4159036000	경기도	화성시	팔탄면	59	118	126	54	19.79	37	9	30.16	126.90549722222222	37.15837777777778
4159037000	경기도	화성시	장안면	57	116	126	50	0.23	37	4	37.23	126.83339722222222	37.07700833333334
4159040000	경기도	화성시	양감면	59	116	126	56	47.59	37	4	42.47	126.94655277777778	37.07846388888889
4159041000	경기도	화성시	정남면	60	118	126	59	6.11	37	9	56.14	126.98503055555555	37.165594444444444
4159051500	경기도	화성시	새솔동	57	121	126	48	44.0964	37	17	23.928	126.812249	37.289980
4159052000	경기도	화성시	진안동	61	119	127	2	28.4	37	12	36.79	127.04122222222222	37.21021944444445
4159053000	경기도	화성시	병점1동	61	119	127	2	19.52	37	12	12.92	127.03875555555555	37.203588888888895
4159054000	경기도	화성시	병점2동	61	119	127	2	42.64	37	12	31.45	127.04517777777778	37.208736111111115
4159055000	경기도	화성시	반월동	61	119	127	3	49.0	37	13	54.51	127.06361111111111	37.23180833333333
4159056000	경기도	화성시	기배동	60	119	126	59	10.71	37	13	16.26	126.98630833333334	37.221183333333336
4159057000	경기도	화성시	화산동	61	119	127	0	59.2	37	12	9.35	127.01644444444445	37.202597222222224
4159058500	경기도	화성시	동탄1동	62	119	127	4	26.15	37	12	13.29	127.07393055555555	37.20369166666667
4159058600	경기도	화성시	동탄2동	62	119	127	4	27.11	37	11	39.13	127.07419722222222	37.194202777777775
4159058700	경기도	화성시	동탄3동	61	119	0	0	0.0	0	0	0.0	127.05871	37.2099706
4159058800	경기도	화성시	동탄4동	62	119	127	6	18.81	37	12	36.49	127.105225	37.21013611
4159059000	경기도	화성시	동탄5동	62	119	127	6	41.67	37	12	22.6152	127.111575	37.206282
4159060000	경기도	화성시	동탄6동	62	118	127	5	18.67	37	11	5.23	127.08851944444444	37.1847861111111
4159061000	경기도	화성시	동탄7동	62	118	127	6	37.818	37	10	15.9563999	127.110505	37.171099
4159062000	경기도	화성시	동탄8동	62	118	127	5	56.2052400000141	37	9	48.3778800000101	127.0989459	37.1634383
4161000000	경기도	광주시	nil	65	123	127	15	28.03	37	24	52.22	127.25778611111112	37.41450555555556
4161025000	경기도	광주시	오포읍	64	122	127	13	50.76	37	21	48.26	127.23076666666667	37.36340555555556
4161025300	경기도	광주시	초월읍	65	123	127	17	27.0	37	22	57.89	127.29083333333332	37.38274722222222
4161025900	경기도	광주시	곤지암읍	66	122	127	20	46.32	37	20	45.33	127.3462	37.345925
4161033000	경기도	광주시	도척면	66	121	127	19	60.0	37	18	6.25	127.33333333333333	37.30173611111111
4161034000	경기도	광주시	퇴촌면	66	125	127	18	32.91	37	27	49.95	127.30914166666666	37.463875
4161035000	경기도	광주시	남종면	65	125	127	18	14.4	37	29	29.52	127.304	37.49153333333334
4161037000	경기도	광주시	남한산성면	64	124	127	14	49.28	37	27	37.79	127.24702222222223	37.46049722222222
4161051000	경기도	광주시	경안동	65	123	127	15	34.08	37	24	29.23	127.25946666666667	37.408119444444445
4161052000	경기도	광주시	송정동	65	124	127	14	54.08	37	25	0.36	127.24835555555556	37.41676666666667
4161053000	경기도	광주시	광남동	64	123	127	13	55.59	37	23	11.82	127.23210833333333	37.38661666666667
4163000000	경기도	양주시	nil	61	131	127	2	52.15	37	46	56.82	127.04781944444444	37.78245
4163025000	경기도	양주시	백석읍	60	132	126	59	15.91	37	47	32.11	126.98775277777779	37.792252777777776
4163031000	경기도	양주시	은현면	61	133	127	1	35.91	37	52	20.01	127.02664166666666	37.872225
4163032000	경기도	양주시	남면	60	134	126	58	43.84	37	53	43.42	126.97884444444445	37.89539444444444
4163033000	경기도	양주시	광적면	60	132	126	59	9.0	37	49	19.07	126.98583333333333	37.821963888888895
4163034000	경기도	양주시	장흥면	59	130	126	56	35.76	37	42	54.35	126.94326666666667	37.71509722222223
4163051000	경기도	양주시	양주1동	61	131	127	2	46.15	37	46	14.32	127.04615277777778	37.77064444444444
4163052000	경기도	양주시	양주2동	62	132	127	5	56.0	37	48	12.58	127.09888888888888	37.80349444444444
4163053000	경기도	양주시	회천1동	61	133	127	4	5.67	37	50	28.91	127.06824166666667	37.84136388888889
4163054000	경기도	양주시	회천2동	61	132	127	2	59.64	37	49	10.83	127.0499	37.819675000000004
4163055000	경기도	양주시	회천3동	61	133	127	4	15.28	37	50	5.64	127.0709111111111	37.834900000000005
4163056000	경기도	양주시	회천4동	62	132	127	5	33.03	37	49	48.51	127.09250833333333	37.83014166666667
4165000000	경기도	포천시	nil	64	134	127	12	8.71	37	53	31.76	127.20241944444444	37.892155555555554
4165025000	경기도	포천시	소흘읍	63	132	127	8	26.55	37	49	14.36	127.14070833333334	37.82065555555556
4165031000	경기도	포천시	군내면	64	134	127	13	10.55	37	53	10.45	127.21959722222222	37.88623611111111
4165032000	경기도	포천시	내촌면	64	131	127	13	50.52	37	47	0.42	127.2307	37.783449999999995
4165033000	경기도	포천시	가산면	63	133	127	11	18.35	37	50	44.76	127.18843055555556	37.84576666666667
4165034000	경기도	포천시	신북면	64	135	127	13	43.08	37	55	52.14	127.22863333333333	37.931149999999995
4165035000	경기도	포천시	창수면	63	136	127	11	28.4	37	59	20.32	127.19122222222222	37.98897777777778
4165036000	경기도	포천시	영중면	64	136	127	14	44.44	37	59	59.19	127.24567777777777	37.999775
4165037000	경기도	포천시	일동면	66	135	127	19	9.64	37	57	30.85	127.31934444444444	37.95856944444445
4165038000	경기도	포천시	이동면	66	137	127	22	9.64	38	1	40.57	127.36934444444444	38.02793611111111
4165039000	경기도	포천시	영북면	65	138	127	16	39.59	38	5	10.89	127.27766388888888	38.08635833333334
4165040000	경기도	포천시	관인면	64	140	127	15	11.71	38	9	17.92	127.25325277777777	38.15497777777777
4165041000	경기도	포천시	화현면	65	134	127	17	24.64	37	53	54.1	127.29017777777777	37.89836111111111
4165051000	경기도	포천시	포천동	64	134	127	12	8.08	37	53	43.29	127.20224444444445	37.895358333333334
4165052000	경기도	포천시	선단동	63	133	127	9	40.79	37	51	5.07	127.16133055555557	37.85140833333333
4167000000	경기도	여주시	nil	71	121	127	38	22.64	37	17	43.29	127.639622222222	37.29535833333333
4167025000	경기도	여주시	가남읍	70	119	127	32	50.08	37	11	56.14	127.54724444444444	37.19892778
4167031000	경기도	여주시	점동면	72	119	127	39	53.03	37	12	11.57	127.66473055555556	37.20321388888889
4167032000	경기도	여주시	흥천면	70	122	127	32	37.35	37	19	48.77	127.54370833333333	37.33021388888889
4167033000	경기도	여주시	금사면	69	123	127	32	7.55	37	23	23.39	127.53543055555555	37.389830555555555
4167034000	경기도	여주시	능서면	70	121	127	34	32.47	37	17	50.48	127.57568611111111	37.297355555555555
4167035000	경기도	여주시	대신면	70	123	127	35	19.23	37	22	20.23	127.588675	37.37228611111111
4167036000	경기도	여주시	북내면	72	122	127	40	52.11	37	19	35.42	127.68114166666668	37.326505555555556
4167037000	경기도	여주시	강천면	73	120	127	42	49.2	37	16	12.25	127.71366666666667	37.270069444444445
4167038000	경기도	여주시	산북면	68	123	127	26	42.4	37	23	55.42	127.44511111111112	37.39872777777778
4167051000	경기도	여주시	여흥동	71	121	127	38	31.28	37	17	31.75	127.6420222	37.2921527
4167052000	경기도	여주시	중앙동	71	121	127	37	44.31	37	17	55.25	127.628975000000 	37.298680555556 
4167053000	경기도	여주시	오학동	71	121	127	38	39.52	37	18	35.62	127.644311111111 	37.309894444444
4180000000	경기도	연천군	nil	61	138	127	4	37.44	38	5	36.11	127.07706666666667	38.09336388888889
4180025000	경기도	연천군	연천읍	61	138	127	4	40.79	38	6	5.29	127.07799722222222	38.10146944444445
4180025300	경기도	연천군	전곡읍	61	137	127	3	55.55	38	1	31.14	127.06543055555555	38.02531666666667
4180031000	경기도	연천군	군남면	60	138	127	1	16.0	38	4	57.2	127.02111111111111	38.08255555555556
4180032000	경기도	연천군	청산면	61	136	127	4	11.28	37	58	44.89	127.0698	37.97913611111111
4180033000	경기도	연천군	백학면	59	137	126	55	9.84	38	1	39.33	126.91940000000001	38.027591666666666
4180034000	경기도	연천군	미산면	60	137	126	59	41.79	38	2	41.58	126.99494166666666	38.04488333333333
4180035000	경기도	연천군	왕징면	60	137	127	0	53.76	38	3	21.88	127.01493333333333	38.05607777777777
4180036000	경기도	연천군	신서면	62	140	127	6	32.64	38	10	48.57	127.10906666666666	38.18015833333333
4180037000	경기도	연천군	중면	60	139	127	1	16.79	38	7	59.39	127.02133055555555	38.13316388888889
4180038000	경기도	연천군	장남면	58	136	126	53	10.88	37	58	44.55	126.88635555555557	37.97904166666667
4182000000	경기도	가평군	nil	69	133	127	30	42.4	37	49	43.79	127.51177777777778	37.82883055555556
4182025000	경기도	가평군	가평읍	69	132	127	31	7.28	37	49	21.42	127.51868888888889	37.82261666666667
4182031000	경기도	가평군	설악면	69	129	127	29	48.55	37	40	24.42	127.49681944444444	37.673449999999995
4182032500	경기도	가평군	청평면	67	131	127	25	34.84	37	44	15.66	127.42634444444445	37.73768333333334
4182033000	경기도	가평군	상면	66	132	127	21	31.91	37	48	6.92	127.35886388888888	37.80192222222222
4182034500	경기도	가평군	조종면	66	132	127	21	19.44	37	48	53.35	127.35539999999999	37.81481944444444
4182035000	경기도	가평군	북면	70	134	127	33	8.64	37	52	58.42	127.55239999999999	37.882894444444446
4183000000	경기도	양평군	nil	69	125	127	29	23.59	37	29	20.17	127.48988611111112	37.48893611111111
4183025000	경기도	양평군	양평읍	69	125	127	29	45.84	37	29	2.44	127.49606666666666	37.484011111111116
4183031000	경기도	양평군	강상면	69	125	127	29	15.52	37	28	27.82	127.48764444444444	37.47439444444445
4183032000	경기도	양평군	강하면	67	125	127	24	46.03	37	29	31.76	127.41278611111112	37.492155555555556
4183033000	경기도	양평군	양서면	66	126	127	19	41.35	37	32	28.13	127.32815277777777	37.54114722222222
4183034000	경기도	양평군	옥천면	68	126	127	27	29.76	37	30	55.76	127.45826666666667	37.51548888888889
4183035000	경기도	양평군	서종면	66	128	127	21	2.91	37	36	13.63	127.35080833333333	37.60378611111111
4183036000	경기도	양평군	단월면	72	126	127	40	30.35	37	32	8.67	127.67509722222222	37.53574166666667
4183037000	경기도	양평군	청운면	72	127	127	42	46.52	37	33	12.54	127.71292222222222	37.55348333333333
4183038000	경기도	양평군	양동면	73	124	127	45	25.2	37	24	58.64	127.757	37.416288888888886
4183039500	경기도	양평군	지평면	71	125	127	38	29.2	37	28	18.0	127.64144444444445	37.47166666666667
4183040000	경기도	양평군	용문면	70	125	127	35	52.4	37	29	2.07	127.59788888888889	37.48390833333333
4183041000	경기도	양평군	개군면	70	124	127	32	20.23	37	25	23.39	127.53895277777778	37.42316388888889
4146351600	경기도	용인시기흥구	영덕1동	62	120	127	4	25.6148400000006	37	16	39.2030400000061	127.0737819	37.2775564
4146351700	경기도	용인시기흥구	영덕2동	62	120	127	5	22.6672799999903	37	16	59.5602000000071	127.0896298	37.2665445
4146353500	경기도	용인시기흥구	보라동	62	120	127	6	22.0348799999977	37	15	14.2041600000056	127.1061208	37.2539456
4146357200	경기도	용인시기흥구	동백1동	63	120	127	7	42.0913200000246	37	16	37.4620799999968	127.1283587	37.2770728
4146357500	경기도	용인시기흥구	동백2동	63	120	127	7	42.0913200000246	37	16	37.6985999999982	127.1283587	37.2771385
4146357700	경기도	용인시기흥구	동백3동	63	121	127	8	50.5885200000034	37	16	52.1774399999907	127.1473857	37.2811604
4115057800	경기도	의정부시	송산3동	62	121	127	6	41.8823999999825	37	45	19.1448000000094	127.111634	37.755318
