행정구역코드	1단계	2단계	3단계	격자 X	격자 Y	경도(시)	경도(분)	경도(초)	위도(시)	위도(분)	위도(초)	경도(초/100)	위도(초/100)
4100000000	경기도	nil	nil	60	120	127	0	42.08	37	16	18.64	127.01168888888888	37.27184444444444
4111100000	경기도	수원시장안구	nil	60	121	127	0	44.0	37	18	3.64	127.01222222222222	37.30101111111111
4111156000	경기도	수원시장안구	파장동	60	121	126	59	48.79	37	18	20.1	126.99688611111111	37.30558333333333
4111156600	경기도	수원시장안구	율천동	60	121	126	58	24.88	37	17	41.17	126.97357777777778	37.29476944444444
4111157100	경기도	수원시장안구	정자1동	60	121	126	59	36.15	37	17	57.79	126.993375	37.29938611111111
4111157200	경기도	수원시장안구	정자2동	60	121	127	0	9.44	37	17	32.23	127.00262222222223	37.29228611111111
4111157300	경기도	수원시장안구	정자3동	60	121	126	59	51.59	37	17	37.6	126.9976638888889	37.29377777777778
4111158000	경기도	수원시장안구	영화동	61	121	127	0	58.08	37	17	25.14	127.01613333333333	37.29031666666666
4111159100	경기도	수원시장안구	송죽동	60	121	127	0	33.03	37	17	51.6	127.009175	37.297666666666665
4111159700	경기도	수원시장안구	조원1동	61	121	127	1	6.59	37	17	56.35	127.01849722222222	37.29898611111111
4111159800	경기도	수원시장안구	조원2동	60	121	127	0	42.55	37	18	10.04	127.01181944444444	37.302788888888884
4111160000	경기도	수원시장안구	연무동	61	121	127	1	25.2	37	17	15.79	127.02366666666667	37.28771944444444
4111300000	경기도	수원시권선구	nil	60	120	126	58	26.67	37	15	17.04	126.974075	37.254733333333334
4111352000	경기도	수원시권선구	세류1동	60	120	127	0	36.2	37	15	33.69	127.01005555555555	37.25935833333333
4111353000	경기도	수원시권선구	세류2동	61	120	127	0	54.47	37	15	1.86	127.01513055555556	37.25051666666667
4111354000	경기도	수원시권선구	세류3동	61	120	127	0	50.52	37	15	22.39	127.01403333333333	37.25621944444445
4111355000	경기도	수원시권선구	평동	60	120	126	59	46.08	37	15	18.6	126.99613333333333	37.25516666666667
4111356000	경기도	수원시권선구	서둔동	60	120	126	59	17.15	37	16	11.01	126.98809722222222	37.269725
4111365000	경기도	수원시권선구	구운동	60	120	126	58	24.88	37	16	27.64	126.97357777777778	37.274344444444445
4111366200	경기도	수원시 권선구	금곡동	59	120	126	57	7.85	37	16	21.86	126.9521816	37.2727402
4111366400	경기도	수원시 권선구	호매실동	60	120	126	57	25.52	37	15	58.41	126.9570883	37.2662253
4111367000	경기도	수원시권선구	권선1동	61	120	127	2	13.11	37	15	13.6	127.036975	37.25377777777778
4111368000	경기도	수원시권선구	권선2동	61	120	127	1	54.4	37	14	54.57	127.03177777777778	37.248491666666666
4111369000	경기도	수원시권선구	곡선동	61	120	127	2	7.52	37	14	25.39	127.03542222222222	37.240386111111114
4111370000	경기도	수원시권선구	입북동	60	121	126	57	42.23	37	17	25.52	126.96173055555556	37.29042222222222
4111500000	경기도	수원시팔달구	nil	61	121	127	2	16.2	37	16	59.17	127.03783333333332	37.28310277777778
4111565000	경기도	수원시팔달구	매교동	61	120	127	0	58.59	37	15	56.44	127.016275	37.265677777777775
4111566000	경기도	수원시팔달구	매산동	60	120	127	0	28.0	37	15	57.2	127.00777777777778	37.26588888888889
4111567000	경기도	수원시팔달구	고등동	60	120	127	0	11.59	37	16	13.73	127.00321944444444	37.27048055555556
4111568000	경기도	수원시팔달구	화서1동	60	120	126	59	48.79	37	16	25.86	126.99688611111111	37.273849999999996
4111569000	경기도	수원시팔달구	화서2동	60	121	126	59	46.88	37	16	49.85	126.99635555555555	37.28051388888889
4111570000	경기도	수원시팔달구	지동	61	120	127	1	49.88	37	16	45.16	127.03052222222222	37.27921111111111
4111571000	경기도	수원시팔달구	우만1동	61	121	127	1	53.23	37	16	57.14	127.03145277777777	37.28253888888889
4111572000	경기도	수원시팔달구	우만2동	61	120	127	2	30.67	37	16	30.42	127.04185277777778	37.27511666666667
4111573000	경기도	수원시팔달구	인계동	61	120	127	1	24.2	37	16	3.2	127.02338888888889	37.26755555555555
4111574000	경기도	수원시팔달구	행궁동	61	121	127	0	53.11	37	16	52.51	127.01475277777777	37.28125277777778
4111700000	경기도	수원시영통구	nil	61	120	127	2	55.08	37	15	22.72	127.04863333333333	37.25631111111111
4111751000	경기도	수원시영통구	매탄1동	61	120	127	2	33.23	37	16	3.47	127.04256388888889	37.267630555555556
4111752000	경기도	수원시영통구	매탄2동	61	120	127	2	58.2	37	16	2.1	127.0495	37.26725
4111753000	경기도	수원시영통구	매탄3동	61	120	127	2	42.55	37	15	13.57	127.04515277777777	37.253769444444444
4111754000	경기도	수원시영통구	매탄4동	61	120	127	3	2.84	37	15	44.17	127.05078888888889	37.26226944444444
4111755000	경기도	수원시영통구	원천동	61	120	127	3	34.32	37	16	15.07	127.05953333333333	37.270852777777776
4111757000	경기도	수원시영통구	영통1동	62	120	127	4	57.52	37	15	48.44	127.08264444444444	37.26345555555555
4111758000	경기도	수원시영통구	영통2동	61	120	127	3	30.32	37	14	38.6	127.05842222222222	37.244055555555555
4111758500	경기도	수원시영통구	영통3동	62	120	127	4	36.8652	37	15	9.9864	127.076907	37.252774
4111759300	경기도	수원시영통구	망포1동	61	120	127	3	32.01012	37	14	16.14876	127.0588917	37.2378191
4111759600	경기도	수원시영통구	망포2동	61	120	127	2	57.6182399	37	14	19.370760	127.0493384	37.2387141
4111760000	경기도	수원시영통구	광교1동	61	121	127	2	51.47	37	17	24.83	127.0476306	37.29023056
4111761000	경기도	수원시영통구	광교2동	62	121	127	4	12.46	37	17	31.94	127.0701278	37.29220556
4113100000	경기도	성남시수정구	nil	63	124	127	8	51.79	37	26	50.97	127.14771944444445	37.447491666666664
4113151000	경기도	성남시수정구	신흥1동	63	124	127	8	35.79	37	26	24.86	127.143275	37.440238888888885
4113152000	경기도	성남시수정구	신흥2동	63	124	127	8	52.4	37	26	45.07	127.1478888888889	37.44585277777777
4113153000	경기도	성남시수정구	신흥3동	63	124	127	9	3.91	37	26	26.64	127.15108611111111	37.44073333333333
4113154000	경기도	성남시수정구	태평1동	62	124	127	7	42.0	37	26	16.29	127.12833333333333	37.43785833333333
4113155000	경기도	성남시수정구	태평2동	63	124	127	8	26.88	37	26	41.52	127.14080000000001	37.44486666666666
4113156000	경기도	성남시수정구	태평3동	63	124	127	8	6.08	37	26	33.42	127.13502222222223	37.442616666666666
4113156100	경기도	성남시수정구	태평4동	63	124	127	8	36.47	37	26	42.5	127.1434638888889	37.445138888888884
4113157000	경기도	성남시수정구	수진1동	63	124	127	8	28.0	37	26	8.6	127.14111111111112	37.43572222222222
4113158000	경기도	성남시수정구	수진2동	62	124	127	7	50.71	37	26	4.5	127.13075277777777	37.43458333333333
4113159000	경기도	성남시수정구	단대동	63	124	127	9	26.71	37	26	48.0	127.15741944444446	37.446666666666665
4113160000	경기도	성남시수정구	산성동	63	124	127	9	8.11	37	26	58.1	127.15225277777779	37.44947222222222
4113161000	경기도	성남시수정구	양지동	63	124	127	9	47.2	37	27	7.6	127.16311111111112	37.452111111111115
4113162000	경기도	성남시수정구	복정동	62	124	127	7	45.44	37	27	45.8	127.12928888888888	37.462722222222226
4113162500	경기도	성남시수정구	위례동	63	125	127	8	58.76	37	28	5.65	127.1496548	37.4682355
4113163000	경기도	성남시수정구	신촌동	62	124	127	6	23.47	37	27	6.79	127.10651944444444	37.451886111111115
4113164000	경기도	성남시수정구	고등동	62	124	127	6	13.11	37	25	20.04	127.10364166666666	37.42223333333333
4113165000	경기도	성남시수정구	시흥동	62	124	127	6	36.84	37	25	9.17	127.11023333333333	37.41921388888888
4113300000	경기도	성남시중원구	nil	63	124	127	8	21.91	37	25	39.61	127.13941944444446	37.42766944444444
4113351000	경기도	성남시중원구	성남동	63	124	127	8	0.71	37	25	44.67	127.13353055555557	37.429075
4113352500	경기도	성남시중원구	중앙동	63	124	127	9	26.9	37	26	38.31	127.1574717	37.4439752
4113353000	경기도	성남시중원구	금광1동	63	124	127	9	52.32	37	26	32.05	127.16453333333334	37.44223611111111
4113354000	경기도	성남시중원구	금광2동	63	124	127	9	58.08	37	26	36.5	127.16613333333333	37.44347222222222
4113355000	경기도	성남시중원구	은행1동	63	124	127	10	15.59	37	26	57.29	127.17099722222223	37.44924722222222
4113356000	경기도	성남시중원구	은행2동	63	124	127	10	7.64	37	27	15.48	127.1687888888889	37.4543
4113357000	경기도	성남시중원구	상대원1동	63	124	127	9	59.11	37	25	49.64	127.16641944444444	37.430455555555554
4113358000	경기도	성남시중원구	상대원2동	63	124	127	9	37.44	37	26	9.97	127.16040000000001	37.436102777777776
4113359000	경기도	성남시중원구	상대원3동	63	124	127	10	3.0	37	26	12.89	127.1675	37.43691388888889
4113366000	경기도	성남시중원구	하대원동	63	124	127	8	54.47	37	25	31.73	127.1484638888889	37.42548055555555
4113367000	경기도	성남시중원구	도촌동	63	123	127	9	13.11	37	24	58.29	127.15364166666667	37.41619166666666
4113500000	경기도	성남시분당구	nil	62	123	127	7	15.67	37	22	47.89	127.12101944444444	37.37996944444445
4113551000	경기도	성남시분당구	분당동	63	122	127	7	59.52	37	22	2.22	127.13319999999999	37.36728333333333
4113552000	경기도	성남시분당구	수내1동	62	123	127	7	12.47	37	22	21.3	127.12013055555555	37.37258333333333
4113553000	경기도	성남시분당구	수내2동	62	122	127	7	22.59	37	22	10.39	127.12294166666666	37.36955277777778
4113554000	경기도	성남시분당구	수내3동	62	122	127	7	41.79	37	21	50.39	127.12827499999999	37.363997222222224
4113554500	경기도	성남시분당구	정자동	62	122	127	6	41.56	37	21	41.22	127.111544444444	37.36145
4113555000	경기도	성남시분당구	정자1동	62	122	127	6	48.91	37	21	31.17	127.1135861111111	37.35865833333334
4113556000	경기도	성남시분당구	정자2동	62	122	127	7	2.32	37	21	47.29	127.1173111111111	37.36313611111111
4113557000	경기도	성남시분당구	정자3동	62	122	127	7	17.88	37	21	28.67	127.12163333333332	37.35796388888889
4113558000	경기도	성남시분당구	서현1동	62	123	127	7	40.4	37	22	47.39	127.12788888888888	37.37983055555556
4113559000	경기도	성남시분당구	서현2동	63	123	127	8	12.0	37	22	23.5	127.13666666666667	37.373194444444444
4113560000	경기도	성남시분당구	이매1동	62	123	127	7	45.28	37	23	48.26	127.12924444444444	37.39673888888889
4113561000	경기도	성남시분당구	이매2동	62	123	127	7	26.35	37	23	48.32	127.12398611111111	37.39675555555556
4113562000	경기도	성남시분당구	야탑1동	63	123	127	7	56.35	37	24	33.17	127.13231944444443	37.409213888888885
4113563000	경기도	성남시분당구	야탑2동	62	123	127	7	45.91	37	24	23.67	127.12941944444444	37.406575
4113564000	경기도	성남시분당구	야탑3동	63	123	127	8	24.08	37	24	28.79	127.14002222222223	37.40799722222222
4113565000	경기도	성남시분당구	판교동	62	123	127	6	11.52	37	22	45.29	127.1032	37.379247222222226
4113565500	경기도	성남시분당구	삼평동	62	123	0	0	0.0	0	0	0.0	127.1163879	37.4060718
4113565700	경기도	성남시분당구	백현동	62	123	0	0	0.0	0	0	0.0	127.1108405	37.3885291
4113566200	경기도	성남시분당구	금곡동	62	122	0	0	0.0	0	0	0.0	127.1070525	37.3516471
4113566500	경기도	성남시분당구	구미1동	62	122	0	0	0.0	0	0	0.0	127.111763	37.349365
4113567000	경기도	성남시분당구	구미동	62	122	127	7	22.91	37	20	12.32	127.12303055555554	37.336755555555555
4113568000	경기도	성남시분당구	운중동	62	123	127	4	49.32	37	23	31.35	127.08036666666666	37.392041666666664
4115000000	경기도	의정부시	nil	61	130	127	2	9.03	37	44	7.04	127.03584166666667	37.73528888888889
4115051000	경기도	의정부시	의정부1동	61	131	127	2	59.44	37	44	37.33	127.04984444444445	37.74370277777778
4115052000	경기도	의정부시	의정부2동	61	130	127	2	41.76	37	44	16.82	127.04493333333333	37.73800555555556
4115054500	경기도	의정부시	호원1동	61	130	127	3	2.96	37	42	33.1	127.05082222222222	37.70919444444445
4115055500	경기도	의정부시	호원2동	61	130	127	2	42.71	37	43	25.48	127.04519722222221	37.72374444444445
4115056100	경기도	의정부시	장암동	61	130	127	3	22.84	37	43	24.95	127.05634444444445	37.723597222222224
4115056700	경기도	의정부시	신곡1동	61	130	127	3	32.11	37	43	43.48	127.05891944444444	37.728744444444445
4115056800	경기도	의정부시	신곡2동	61	131	127	3	36.2	37	44	27.14	127.06005555555555	37.74087222222222
4115057300	경기도	의정부시	송산1동	62	130	127	5	20.79	37	43	41.89	127.08910833333333	37.72830277777778
4115057600	경기도	의정부시	송산2동	62	130	127	5	31.84	37	44	12.92	127.09217777777778	37.736922222222226
4115058000	경기도	의정부시	자금동	61	131	127	3	37.03	37	44	51.11	127.06028611111111	37.74753055555556
4115059500	경기도	의정부시	가능동	61	131	127	2	39.96	37	44	46.54	127.04443333333333	37.74626111111111
4115061500	경기도	의정부시	흥선동	61	131	127	1	50.239199	37	44	46.701599	127.030622	37.746306
4115062000	경기도	의정부시	녹양동	61	131	127	2	3.91	37	45	26.5	127.03441944444444	37.75736111111111
4117100000	경기도	안양시만안구	nil	59	123	126	56	4.2	37	23	1.6	126.9345	37.38377777777778
4117151000	경기도	안양시만안구	안양1동	59	123	126	55	41.28	37	23	46.82	126.92813333333334	37.39633888888889
4117152000	경기도	안양시만안구	안양2동	59	123	126	55	11.52	37	24	8.01	126.91986666666668	37.402225
4117153000	경기도	안양시만안구	안양3동	59	123	126	55	0.47	37	23	35.63	126.91679722222223	37.393230555555554
4117154000	경기도	안양시만안구	안양4동	59	123	126	55	11.59	37	23	36.91	126.91988611111111	37.39358611111111
4117155000	경기도	안양시만안구	안양5동	59	123	126	55	23.03	37	23	29.52	126.92306388888889	37.391533333333335
4117156000	경기도	안양시만안구	안양6동	59	123	126	55	57.52	37	23	13.98	126.93264444444445	37.38721666666667
4117157000	경기도	안양시만안구	안양7동	59	123	126	56	16.64	37	23	22.92	126.93795555555556	37.3897
4117158000	경기도	안양시만안구	안양8동	59	123	126	56	3.2	37	22	53.17	126.93422222222223	37.381436111111114
4117158100	경기도	안양시만안구	안양9동	59	123	126	54	38.03	37	23	19.17	126.91056388888889	37.38865833333333
4117159000	경기도	안양시만안구	석수1동	59	123	126	54	45.71	37	25	0.29	126.91269722222223	37.41674722222222
4117160000	경기도	안양시만안구	석수2동	59	123	126	54	33.96	37	24	51.41	126.90943333333334	37.41428055555556
4117161000	경기도	안양시만안구	석수3동	58	123	126	53	50.47	37	24	22.45	126.89735277777778	37.40623611111111
4117162100	경기도	안양시만안구	박달1동	59	123	126	54	40.15	37	24	3.17	126.91115277777779	37.40088055555555
4117163000	경기도	안양시만안구	박달2동	59	123	126	54	13.11	37	23	56.22	126.90364166666667	37.39895
4117300000	경기도	안양시동안구	nil	59	123	126	57	12.08	37	23	22.92	126.95335555555556	37.3897
4117351000	경기도	안양시동안구	비산1동	59	123	126	56	7.96	37	23	49.14	126.93554444444445	37.39698333333333
4117352000	경기도	안양시동안구	비산2동	59	123	126	56	36.88	37	23	39.32	126.94357777777778	37.39425555555555
4117353000	경기도	안양시동안구	비산3동	59	123	126	56	48.79	37	24	5.67	126.94688611111111	37.401575
4117354000	경기도	안양시동안구	부흥동	59	123	126	56	57.67	37	23	27.04	126.94935277777778	37.39084444444445
4117354600	경기도	안양시동안구	달안동	59	123	126	57	8.15	37	23	35.75	126.9522638888889	37.39326388888889
4117355000	경기도	안양시동안구	관양1동	60	123	126	57	59.84	37	24	7.01	126.96662222222223	37.40194722222222
4117356000	경기도	안양시동안구	관양2동	60	123	126	58	23.03	37	23	58.11	126.97306388888889	37.399475
4117356600	경기도	안양시동안구	부림동	60	123	126	57	41.64	37	23	45.33	126.96156666666667	37.395925
4117357000	경기도	안양시동안구	평촌동	60	123	126	58	32.79	37	23	11.7	126.975775	37.386583333333334
4117357600	경기도	안양시동안구	평안동	60	123	126	57	58.84	37	23	15.33	126.96634444444445	37.387591666666665
4117357800	경기도	안양시동안구	귀인동	60	123	126	58	17.52	37	22	57.7	126.97153333333334	37.382694444444446
4117358000	경기도	안양시동안구	호계1동	60	122	126	57	37.23	37	22	5.1	126.96034166666666	37.36808333333333
4117359000	경기도	안양시동안구	호계2동	59	123	126	57	16.79	37	22	42.26	126.95466388888889	37.37840555555555
4117360000	경기도	안양시동안구	호계3동	60	122	126	57	39.32	37	21	52.82	126.96092222222222	37.364672222222225
